bit_length,total_bits,random_multiplier,rhs_projection_ell
114,249,16594443813871657285667553776663082,46288175313721255899730020372061546153186953127230220205951932729866490709360
115,250,28969307683483149176744822249142200,114999064669010840876292771042583024085065320485758978756234663986857525321416
114,249,15744320853152639968051051982876103,7746766025937137659771466577189117762759470077412929323114502706256519200674
115,250,30987442907961653244003103313929420,1364024865766792970449623017362811994935542074336785471768800741530253759765
114,249,10695742425598477811069828684992000,113186474152228363390526929173824440296123006201872595855991821286799836891002
115,250,27609845103702512300831883848499989,33898025422835314609302234586723481092847410204749532084004261705940008144596
114,249,14523481796891272609545416331369090,1691582043038651324266948129632700522758774077575852922668442989289914473257
115,250,32123423271251200809338258808638541,27575392469735935614035924558400691207162365543934064822244821782728762711131
114,249,18072583622575447843106679936028715,48870576182058457172094139601317363845541120396022825943350372848161709063182
115,250,23903622931140373436542969688399701,48497852971091170403146104551449862536516222687364913640187973998346702373649
114,249,19499365289181959504124917364363863,55343019701892025441539935006217769959121494332197875555546899274218740270370
115,250,24169783971061751381464558275106733,14043821494019702209434468660714289358494196951613346625858668215167581654279
114,249,19956670712200901428071249746884141,23968829692077791428018976481618088863850013702013352721998323739378393042243
115,250,23327828758545972286349566395488880,102893962603774083272722064094024588105187809678513763067471217264783306212045
114,249,16991687804420293946270441981381000,93304333255056442494707302340188680243472229505862958312391396610263280413152
115,250,23424589755385692282549059165856232,75930478131898908294633076974069907317051526054457636212634725186048495559993
114,249,11781477830459079314033513801626584,1151369650016775690956190935523925839615987414709991894039218233210100372587
115,250,33279534370028317048591009581789731,6168324914932265753196266134725567427810838259956685641817182778231291145261
114,249,18412701344228300523505791801575504,83267303718731359427300844598845819976389109606412120545315758230149993209931
115,250,38325134699160341893603757354702324,20794664874328813052405496395566119912561309554589735694135888884192831229472
114,249,18393289367179758010016042661654884,60346272433630295452196235981440979248317995813268023119447522503781781440335
115,250,35120570085028225280878302025811660,24936277047920860626378873145411193436303367242873729756742428544096118160392
114,249,17204726838710133208376751246839917,32694291312702624587347915449381822047919815411600890409868708846497932090143
115,250,30618123527681401106011512861040988,33234333999048048516955888165003180845926838968353287967269306721461552902383
114,249,17271435806816946011926417792136226,80686519117927421330550915536964193331813619705355320704478919505100483333224
115,250,30958982386118960013207296707372913,106760410791604154688685144951151816674936994499799316578732441832747873708926
114,249,18621403202175685375013448279048244,104282219428259166140701546681530097637950970526959361961682218199322104966754
115,250,40762472588692182685363559508036247,99836397439747473675018481759234075603701357007533422808958610958809995835553
114,249,16810647337458423404887121381128577,112856723117691455613559304960297387169688940862557723319143484365822848284790
115,250,22900097972846937619935656290982922,110387443636420726230135021235464042054814433148542079688141439046830529039622
114,249,11801594085637659811071566295973983,86283184505617430321291899717542189333120295411801541305161492401439935466494
115,250,26179220503064125840216026942990630,35801233793815946844446817458697051928612959606836521482069145523170561466620
114,249,19704307626768197158577699143544353,48470302432050712553768435467833589921238112629820821910177274636004834415779
115,250,23449547951206747832149865791619883,10480133260713398676578651479067129347135355817725790439094402211049036155299
114,249,13285099522655819373934023894822698,113290340692849500162919494501831653007672455096980722451984082512803886537700
115,250,38287569841224130414972666856357426,17200533409359810419730056182962176285712237835394692060217937026630118501979
114,249,16779842238974354576119227188775581,7729683408226355135073604118923003896406824817773089449392338014035309553076
115,250,40676261352764445114116151508908505,13930627698701172098216054552361193273198205370146503519829185635310183054953
114,249,20404528912597309930585056335280915,38306668355582457839722856699017280459804783040339926335218090548183936392050
115,250,29190621696567922350210859964690441,12198321534029999600750292866632495494312263260482473756821009225159169526029
114,249,18039876855072522977963236835987627,29895770632681652190553238717156272143394002379653478104638213245749326762265
115,250,32963419239734577611775819608095267,49130239826412057276555268825439990513530216070905668919674518811571087156897
114,249,18511992263820215099030237987877111,76440921610266964923941481865000744135897348256087249619283226160733612785849
115,250,35959938747537948582478491737833637,49086250988405871613484544790108272403599096200380296418076469870626900845058
114,249,11658086780072945654128515249645593,2925950982815328222295423138050808098963959528791744874004011147920364649789
115,250,27268675005754588563046375868658335,9050701665170826450268162021509766314206860479946940247167332698581540070484
114,249,12007100840007620478707312719589832,65351443491090789464208400903013188455962804185230572954512073894686713560273
115,250,37613632050648428765738843193823800,81114761787911198801540575681575507462841512129550485802901594372861777279943
114,249,20212458547050533068916242336487245,65055048541482126527755528748077594544247943056790706996422575535670030723260
115,250,39288856063484020191525115340018088,19858474584590072208789482046335534255574723286182379141332133612162667647869
114,249,16823386918225133235117589013489780,47793958820728415339017463968958959879796400972584209442119012992223578026921
115,250,23324427244569277017425376827073590,23220512994769445051951544509445388982316645791861529978185753790178182082726
114,249,13262466999137793290378125457398932,103046696033648710382718130121102289698336218512384499878584816128122047013223
