bit_length,total_bits,random_multiplier,rhs_projection_ell
170,305,965210315406597404354521179209624363140725309098548,46063335602286174064107683184902170689587751250556003789031913243389015104871
170,305,1065304758965997756614873373757819948192010422578673,69054333060856747500744239913086292095145264493551219236000265480918485320894
170,305,1009732056926424299872978990349218387496500947162238,113654059956677889878205514160391145903519420450271775254522907625868905083169
170,305,1484435527737282311851418261877911551008233495022732,105563843109598705382701673836800619403612555807012426679816253753777281144934
170,305,1112600176478725833552717181468896096574162366220885,90996565648790055463932977078454117215799736165522922363802272017024414890426
170,305,779794692293895246572395504932525235810750046738239,86100031643950021457992067952245407890982827107542320066315521024288512346647
170,305,876976404490854114164378569224181275447734668575895,23472816582585635753862794975196283477538675142245634717034192738946594057508
170,305,812344417734367458909593940348099195155339332009343,75481036550706992189519700794837845718278014010068517350845224847812876209325
170,305,1469964776598045749581051492801366325070171404097552,28053286015917315012078082437621333248476908259902221344516433391707430784456
170,305,1379679291051735531475457593338989827578601612156231,105427051150225866726332024350299960258736101637064239675261792916610582864809
170,305,889034234886318459694994901351878765486594127136635,34783799928235254499758028694808797750609755890893939832649870733915733923353
170,305,1164006595051839440948970591700223389399954824080843,80060407000655564901660676207476305649527354578904248479186361485281949682080
170,305,1335740669165346532412467212451226703701025529715379,70890283449317940697813589113417412211118818108778058388687440812493973292338
170,305,1377585867100395246376124816322144084392590441298671,104777829370336036163640494479308777728270383062624675477291894153877875552588
170,305,1429410950222938092108599741171798455592894549751733,95617068886553045766838399095742203577957966067041671137924964509384225110776
170,305,1451881723684516087695129164897506723474393147553187,74797777793253220783316805502492219989328582623127992414229449319696811513791
170,305,1320072693043964721781717963140932111479551457842144,70110177663669763886646958736866528869212116669527572079309127608213252082749
170,305,1227976233929071562986618720663695924232765970983657,83916359917921524675129579168169140806767519622045427842283102135011145000137
170,305,1333092186159391253325542377957220973520106688120334,38169281895697648008139438426497055181633057952659755045254463051461991638173
170,305,1292709447334259983386029084003893970560238596749567,43857147845856558364698723740570309033083166722692302688468315037046891946657
170,305,1202738438431740446215852834862860755255526994795219,99918630635985832409002417546509574535166642683787231570921124624306673784175
170,305,1436607682397582636336983940540428890071967091689584,53189249043486789947274322706482069373748843388288037057246103764837430148854
170,305,1111494130416779134364722481761012441494794651572852,87394139388268162258930083068074426823446844757595090158526278667367977095709
170,305,858779771437830735094380279626969752710668509834839,6256036590340752619440264132117103960254322947356566060205910214323588276580
170,305,1049697245024398879981626353663691584612312398286527,21632515294077015253405266631608216077886076268977923015660948060788273234800
170,305,1186467626040706307877272005366262461753116816286944,29862385788448368037491445189145469332237907491484585737855433828925725346313
170,305,1304921274352304441127868194413849835538346695513972,31356683765928115631128175356721674902115633683432525364846259974051936492369
170,305,1473064278709178850692001255475062678963688319661667,114784159729000673032089653452626322647197091876727799533180536908662654254294
170,305,853448065903476109729453098407105567714034757929646,45400461017124254623052072817794660102103739662176827145705718365285403071955
170,305,827005987551510938539187861560455447067643506231597,113726994456848518600493680530490078668198938513485537451495234622259927696376
170,305,926015727447545285773403667277428420206297102290033,48978353241990858584234813645623440600296735968394879649615084196374598181417
170,305,1155640557609113691762968804290278314058569954187987,12139531615045089912413038713638499317521140379483244423899385063949317698550
170,305,1047820438420100941220272316757577236090761154868853,81118507137436325806539808127166045964972469792158510790759028762537207163110
170,305,968036868287673630613658136397972535300444826496386,110894818999653670851254062131701175992903385851676902755132238027841103168762
170,305,1275828757637308824124728713616762106807392269392065,36218724758841807940871547986761030381732080794407060948696750105487594414735
170,305,1437595611251070405821921790828003899628843146520345,57968260882100685652880682867104743302149445958860553807989243636088160726382
170,305,1379146116281273793226288227193734929563879844479889,47610123741847797332435806028586493513174767380794410751988207738972561537745
170,305,1467210521801926627915106813177053530918268106301828,79043505862325441156609966935165666051924076705914636674443646761433316144403
170,305,1063108301184340092099298274881108409951191846028399,57667356093520918167984198830939922275526228651869504856551919120360432229727
170,305,1453269434088563765383826760221825493745283679010606,99535135954490522915751261116757429778443774938725522808644728848749677569246
170,305,779914505979145334061825949433359954232956272681577,17093975518591270020552474367661180893982060929864498640317798752602600334092
170,305,965730237342304564502119846572489180074315578073795,23147801943097037374822941466706214091643019323303191469080915108583210182062
170,305,1309255719071508499611887417261479874341337247037051,13629443323297468798390287534817768322717493455032979174446193027452145934019
170,305,1355503571055657918101377919486187027185752131605462,45240147948316956757060319633734373376366902711714840173440208630771026833197
170,305,1055150264361776140079289590874124658401414594563007,107089476737921523363805740023033965203169465448168393984110337787083132192815
170,305,1230709905828604850461066643730641413742711620301035,65084106698690504599391190197007368087642695367601530155479694209297591519152
170,305,1172322311593948588057285594645001048321075264034241,50745552580028266967394407903136210405927150232137901197741877806862070571346
170,305,841976265302872062969201577264950685181557244779366,9348479319971714486507731053148009073202586439277495804644448379741671818716
170,305,829192401166838061478335372985082294874993050183693,70545106463323448165849971526429470751858312959293836658449200980375345070311
170,305,851421930082140881073251353644703730939149216587897,90365617391762734832145343976039692371262438293207790532229236687191779021951
170,305,923884509473967521138812112817567254741536928499990,113485331524178792692599864889528583650055740219348527168197458412198932561546
170,305,1449367910690611821483806463256863857024491403624184,18578918225739774025287582932709066533444099834694078933272608292023843648693
170,305,1161652220952198645148216757426717436550513732088676,112458930626773364997671426586407464493141254073946855320166416653050666893341
170,305,1114999126447343228055338123393454233677989465326283,53376043779209137964857553402417566997388741546097929668372961348306790474020
170,305,1224108606580900507842779516071994166103909445145430,53051483455859872535323430649713455925623658255287809034677586091271649951519
170,305,823936682058557527055829823730778433435998118537901,104778336511590504625502526457141036962392850402487660749166575172795185987573
170,305,1315868641055102987838820522727441703002457335202714,78087478643350051711256821915140160644696170129283468639819927986783081501094
170,305,1193657241824423261268125161891275562123089462334562,11597405116938027590166992410789854313745227971477574248510913096176480000108
170,305,972027266137250659424930432089200336178190723192769,94592545268797413342767697502050577555713097995901294432329602488694979257515
170,305,1177960461176085836076324605092437579842999921616291,70010998427437363499734484129383485244948970576091909693822810954523257377912
170,305,1126922267372733059017827690566468151310381477892522,113003478191515826656425927691382061762092983349477743236967498024071770425683
170,305,1376491925899552477278132109414790924851509216991081,43581667053166191618493472181163312029114245415307821886927682138725437149050
170,305,1115588256139305194074750404200167471823721032244506,10323778143940622159633358492071633941856711070951122066814050456742366509214
170,305,1057357660117864071895356158376049169212750811528716,2918547096983810482215962270973058087870746482819291400692771824028408000006
170,305,1324689751512583487249378689811798900652865596817146,62520500919925248955598062619003928040954312689764606564660390458892973799611
